cpu,memory,disk,network_in,network_out,label
23.45,62.39,32.15,1482.53,118.98,0
62.39,53.22,41.18,1895.11,569.84,0
27.52,50.7,54.09,57.23,38.5,0
36.93,61.7,35.72,88.69,470.19,0
49.57,36.76,38.65,634.67,753.01,0
59.12,44.41,43.1,1183.85,178.35,0
42.69,35.11,25.44,631.09,186.9,0
59.0,40.05,46.86,1559.36,300.33,0
26.7,54.72,41.55,1031.4,412.86,0
93.95,88.4,96.6,7295.27,4030.24,1
7.7,34.4,35.91,152.78,383.91,0
33.14,52.3,54.07,786.03,67.74,0
39.19,63.82,43.35,113.76,251.36,0
37.36,48.38,29.61,1938.85,448.54,0
48.1,96.23,37.69,194.22,346.02,1
41.38,41.18,44.45,961.0,325.83,0
52.2,39.0,34.57,2208.81,128.94,0
36.0,70.0,35.74,973.33,85.3,0
22.35,25.68,37.88,2720.56,721.71,0
31.83,70.0,47.65,9.74,850.69,0
20.32,53.6,31.34,1010.62,69.3,0
36.11,48.17,15.0,1234.52,173.25,0
41.57,37.45,65.0,180.78,775.43,0
51.12,96.63,44.46,432.97,481.87,1
58.06,69.72,44.4,346.87,104.94,0
22.45,70.0,26.59,3181.02,219.45,0
35.82,52.19,54.32,9.04,348.34,0
40.9,44.52,33.29,727.18,19.06,0
37.59,52.75,36.33,1143.93,167.59,0
24.63,50.01,38.44,497.77,925.93,0
42.05,37.02,16.11,358.45,122.54,0
18.64,20.22,44.09,40.43,493.71,0
25.26,50.0,50.03,1636.28,1829.85,0
48.06,42.61,65.0,112.74,969.05,0
47.13,50.37,43.53,467.8,55.49,0
27.41,53.51,37.77,180.41,86.75,0
47.12,45.35,28.69,67.71,436.68,0
35.36,51.29,29.23,559.38,150.76,0
20.0,45.63,49.88,417.04,1017.88,0
32.48,97.3,40.2,441.86,50.14,1
75.0,25.97,34.75,1417.91,360.39,0
44.53,19.12,28.45,457.61,46.03,0
37.79,49.73,55.02,463.06,563.85,0
42.99,27.35,41.18,26.22,1760.22,0
45.65,42.36,23.65,889.91,143.54,0
38.05,51.48,60.6,723.99,212.6,0
44.31,46.31,23.96,572.9,4.78,0
23.32,28.21,28.88,768.69,661.13,0
41.29,48.23,30.32,1013.79,2000.0,0
44.33,37.58,36.08,608.51,1435.09,0
32.13,32.92,38.2,873.03,286.15,0
65.79,48.55,38.66,54.61,410.76,0
52.47,40.94,28.42,280.69,49.9,0
27.49,40.93,33.67,1662.99,82.96,0
56.79,58.19,43.93,415.83,464.93,0
38.61,31.04,25.71,803.84,524.84,0
51.03,38.92,34.44,858.04,4.55,0
37.72,30.4,39.06,2034.38,245.6,0
37.74,36.3,42.2,642.51,543.32,0
46.93,45.4,50.73,1465.59,366.53,0
35.47,41.14,61.1,660.84,740.1,0
49.05,55.46,46.96,414.45,992.93,0
43.32,60.37,36.0,378.2,423.66,0
33.82,33.14,31.33,769.67,144.98,0
35.8,48.99,65.0,101.49,564.93,0
16.69,34.47,47.09,501.79,664.0,0
40.31,23.82,34.1,1574.99,38.07,0
42.92,40.98,30.61,1475.82,500.41,0
38.93,53.69,41.43,302.53,240.97,0
33.22,48.55,52.8,1001.11,409.95,0
43.84,51.95,55.08,108.19,460.28,0
43.99,51.77,35.67,75.91,240.98,0
27.62,38.85,31.78,11.09,485.04,0
35.38,28.8,44.08,448.25,924.79,0
50.98,63.51,24.23,646.33,577.72,0
30.8,55.52,26.64,80.7,16.58,0
56.59,46.48,24.21,1555.3,13.52,0
56.03,62.46,30.79,717.2,864.75,0
47.2,32.67,44.96,1119.94,758.03,0
47.16,26.9,23.81,681.26,224.53,0
56.11,51.33,31.39,795.92,299.56,0
38.45,46.41,42.19,502.56,80.36,0
45.58,59.27,43.48,153.12,12.66,0
89.87,97.63,90.29,4041.6,4632.3,1
94.94,51.06,46.08,81.77,448.43,1
42.28,52.24,34.57,117.27,255.05,0
71.47,26.99,51.96,1779.3,91.36,0
45.36,46.63,26.92,472.22,37.25,0
62.22,45.15,39.48,38.47,255.9,0
16.0,31.16,22.64,1041.2,916.85,0
31.97,21.44,45.86,1131.32,198.84,0
17.12,49.83,33.73,179.1,149.1,0
39.44,48.89,39.3,1378.78,968.92,0
26.87,18.67,52.47,572.66,119.47,0
36.19,63.3,61.0,736.31,76.77,0
89.55,50.76,39.59,932.74,221.4,1
37.19,49.79,48.44,161.04,688.19,0
45.66,22.94,45.77,356.38,112.86,0
14.69,48.08,27.54,1995.63,312.32,0
46.74,70.0,49.08,1259.97,409.35,0
60.19,44.05,50.41,2245.93,311.77,0
55.53,55.0,39.02,2054.17,30.75,0
35.62,53.18,46.63,1524.11,53.89,0
55.71,39.86,30.45,1849.14,345.43,0
5.0,41.41,63.04,2760.99,52.05,0
39.88,46.24,21.21,770.22,342.13,0
43.14,62.6,39.36,247.74,195.36,0
39.63,70.0,47.63,116.86,444.59,0
49.28,44.98,38.48,1464.09,163.93,0
55.89,99.15,33.6,274.54,59.12,1
30.1,59.53,44.72,1888.85,104.49,0
17.5,40.91,18.39,1050.63,27.92,0
40.28,34.63,47.5,3016.88,3.7,0
23.71,36.55,50.27,960.39,130.54,0
41.6,27.76,39.92,923.31,77.45,0
92.01,44.19,51.02,2142.35,641.29,1
12.69,40.14,42.64,961.15,241.14,0
26.83,49.77,51.76,2675.95,425.54,0
57.7,33.93,52.24,152.09,73.08,0
17.32,46.28,54.24,48.01,110.94,0
32.74,47.33,32.53,99.13,112.31,0
33.51,57.59,37.34,435.96,437.87,0
19.04,44.33,59.26,1263.53,145.97,0
59.93,55.21,34.76,281.89,653.11,0
30.06,46.55,34.1,89.16,170.39,0
32.44,47.2,31.15,572.48,329.78,0
41.4,40.77,25.4,225.97,1338.75,0
18.26,22.97,38.41,393.32,131.67,0
22.87,63.61,50.08,453.84,420.32,0
56.08,40.28,27.03,245.53,1.87,0
39.65,50.54,23.9,530.95,115.73,0
22.31,45.19,51.83,1506.84,626.1,0
34.98,44.84,34.8,526.06,1305.83,0
15.32,26.61,63.6,801.96,1189.27,0
29.01,70.0,51.35,494.58,725.61,0
42.84,54.46,48.65,1171.96,5.42,0
45.82,44.41,36.01,455.96,97.38,0
64.49,58.11,35.73,1559.39,425.12,0
9.05,45.39,30.65,797.55,167.44,0
36.72,29.53,25.1,316.16,299.54,0
42.26,42.52,38.84,787.58,401.09,0
22.06,28.91,57.82,2298.8,24.04,0
35.59,70.0,31.16,116.09,75.18,0
42.14,34.31,39.47,560.42,62.97,0
50.03,39.51,37.4,222.89,199.66,0
95.79,98.98,89.23,4857.38,4486.86,1
20.6,44.54,21.48,716.23,234.97,0
47.37,47.81,29.48,4.62,225.34,0
36.3,95.71,53.05,344.77,209.0,1
55.26,70.0,55.12,275.43,311.77,0
31.57,51.61,38.05,1700.35,79.29,0
94.28,97.05,95.37,6006.38,2036.15,1
70.63,48.53,25.13,224.99,710.62,0
47.62,21.77,36.52,125.8,402.86,0
48.26,51.74,57.53,642.38,187.91,0
47.24,35.51,46.53,526.62,532.44,0
41.24,53.21,28.64,1479.31,850.66,0
31.7,45.63,40.4,58.09,596.14,0
27.97,45.94,33.26,201.22,240.25,0
51.69,39.54,31.39,2561.91,53.11,0
46.31,49.94,36.72,209.53,210.56,0
69.81,38.87,42.32,796.32,208.41,0
57.45,30.6,59.69,152.31,224.74,0
40.73,42.27,44.92,434.23,404.36,0
58.01,36.63,50.3,289.84,650.99,0
87.2,82.71,89.58,4532.72,3040.97,1
35.54,29.95,44.38,566.39,44.02,0
34.18,37.8,54.72,1271.85,111.75,0
38.53,53.89,44.06,76.88,299.88,0
49.68,65.06,34.57,1995.06,50.71,0
58.54,38.93,46.7,1663.23,164.77,0
47.59,54.72,53.8,1722.8,386.1,0
28.66,58.53,18.24,1940.25,372.55,0
57.76,32.21,37.12,2935.26,717.8,0
59.22,62.47,33.73,3065.84,54.0,0
42.77,64.39,47.06,596.54,651.39,0
36.6,40.58,27.77,4000.0,374.11,0
43.51,39.96,37.65,892.85,153.8,0
44.84,23.32,36.39,905.16,449.58,0
52.2,36.69,50.18,3272.95,310.41,0
49.44,48.35,44.46,1053.77,215.42,0
53.7,43.7,44.23,1240.54,120.56,0
30.3,38.42,47.55,542.87,84.03,0
8.14,34.09,30.78,321.47,18.35,0
31.76,21.93,42.23,427.59,72.31,0
41.83,51.2,44.33,137.74,144.93,0
42.86,31.3,48.05,1276.45,485.71,0
23.05,48.9,35.37,2444.18,170.16,0
75.0,41.33,29.53,861.92,1.71,0
58.1,68.44,40.67,1855.34,38.41,0
57.79,40.61,33.61,254.24,229.66,0
30.96,39.42,40.15,376.9,122.43,0
51.88,50.64,28.51,187.75,341.31,0
33.02,47.97,36.01,216.23,106.73,0
41.28,37.49,51.26,745.66,257.13,0
47.57,43.41,43.06,199.15,144.11,0
18.65,88.59,28.04,407.57,13.42,1
36.66,37.47,60.54,2992.81,159.83,0
44.97,43.34,44.78,420.5,231.11,0
41.31,45.5,33.43,55.11,58.79,0
39.41,70.0,20.96,444.89,236.33,0
38.74,25.74,40.19,340.7,89.83,0
56.21,52.09,49.17,587.83,479.29,0
43.41,52.92,40.43,355.09,122.39,0
22.7,42.75,29.18,1544.14,840.41,0
97.36,44.15,45.9,303.94,346.61,1
25.77,52.95,36.67,197.53,878.01,0
53.29,61.54,35.77,1852.68,52.03,0
35.38,51.07,39.25,195.85,640.26,0
65.79,35.36,23.86,287.61,319.95,0
25.91,39.16,40.18,753.85,883.26,0
46.29,28.86,40.05,212.75,311.17,0
46.94,41.4,19.02,2221.73,442.48,0
17.25,39.63,28.33,294.98,1881.21,0
25.17,64.1,36.38,487.49,1255.24,0
17.51,43.17,40.92,215.27,66.23,0
8.99,34.79,39.13,317.37,69.1,0
49.68,27.9,48.76,4000.0,938.65,0
20.51,40.49,48.61,796.28,165.64,0
98.56,86.92,93.59,7120.83,3345.14,1
95.51,56.71,32.55,53.86,656.32,1
43.28,35.16,54.17,861.38,549.22,0
49.58,43.21,60.18,47.4,1145.64,0
51.25,43.77,50.84,1089.7,109.54,0
59.88,53.81,38.69,921.56,180.06,0
36.66,30.83,44.35,512.42,156.78,0
8.42,26.38,30.04,2694.76,432.54,0
49.26,46.52,36.7,800.9,1076.1,0
57.59,43.96,41.67,945.74,107.95,0
56.52,38.6,39.73,579.35,1345.36,0
27.73,50.26,45.92,56.77,848.68,0
53.04,70.0,42.58,917.01,523.1,0
38.79,35.99,36.59,948.45,439.66,0
28.56,45.39,47.88,524.9,90.86,0
45.45,26.46,38.26,515.87,142.02,0
50.39,32.68,35.94,581.99,207.97,0
54.6,53.42,36.04,1277.7,86.84,0
46.42,47.22,46.95,1277.41,30.3,0
63.69,57.58,50.01,206.46,223.78,0
54.04,49.32,34.7,149.54,183.3,0
34.85,56.52,44.6,1010.65,374.2,0
36.45,70.0,47.89,639.49,32.09,0
49.49,51.53,46.0,1031.55,512.63,0
27.29,39.69,37.64,1059.64,398.03,0
90.54,48.43,30.67,2283.01,454.34,1
35.89,41.76,53.72,52.61,20.36,0
60.61,42.09,49.96,1527.7,383.6,0
34.56,47.16,52.71,1090.31,1221.56,0
11.32,64.17,38.13,62.54,1408.03,0
28.23,23.04,35.36,3116.45,570.79,0
26.61,49.8,47.46,1498.08,469.3,0
53.7,43.23,43.49,1705.54,665.96,0
14.67,39.68,47.22,335.18,971.62,0
44.16,25.49,45.29,407.32,735.41,0
32.36,40.34,55.92,253.57,61.44,0
70.7,44.51,44.59,783.37,207.12,0
45.23,42.59,53.35,659.42,38.02,0
44.82,48.62,24.24,952.13,146.96,0
21.64,29.77,44.38,2772.68,458.85,0
19.07,70.0,19.3,420.36,418.41,0
61.16,36.22,39.55,1581.38,333.25,0
20.21,32.53,54.2,508.5,981.77,0
50.29,42.3,19.39,823.45,516.48,0
34.37,38.53,58.58,585.48,716.06,0
45.15,58.46,44.58,2076.01,265.58,0
36.71,40.51,44.12,164.4,482.52,0
65.17,37.42,26.86,207.09,259.74,0
8.83,59.01,44.17,232.68,334.08,0
34.55,40.97,35.66,632.21,41.55,0
55.44,53.44,16.64,296.03,263.56,0
18.55,38.43,38.75,30.95,35.38,0
56.62,34.26,46.79,799.06,243.73,0
17.46,50.77,42.61,1747.74,40.3,0
45.13,61.21,27.71,1201.81,345.52,0
5.26,42.2,43.76,393.42,49.37,0
31.35,28.39,45.77,1218.97,98.31,0
26.1,52.4,34.43,3018.3,426.11,0
39.48,44.65,30.78,625.23,192.73,0
53.26,62.66,56.05,660.35,892.72,0
31.17,34.3,58.14,945.02,70.61,0
75.0,45.75,33.11,149.27,1220.89,0
72.45,34.18,33.03,304.39,14.02,0
7.71,41.22,59.49,22.13,284.32,0
31.05,43.26,15.0,1669.9,294.64,0
17.28,34.42,40.66,705.39,552.19,0
31.77,67.45,47.68,3714.67,1057.16,0
45.34,30.28,21.36,496.15,107.81,0
26.13,51.85,42.66,905.91,558.09,0
48.55,39.65,43.5,526.35,79.94,0
50.07,37.71,40.19,1123.88,1180.97,0
33.2,45.64,52.36,50.44,474.76,0
26.54,41.94,34.67,2655.16,224.99,0
18.92,69.53,35.44,137.87,2.28,0
42.15,38.75,59.43,329.86,365.37,0
96.95,92.91,81.63,4286.8,4821.19,1
28.86,31.84,53.03,357.37,700.73,0
31.92,41.52,38.28,1164.06,428.22,0
25.77,61.22,50.25,937.69,103.86,0
45.75,43.97,37.69,2773.0,106.42,0
43.19,42.35,19.56,115.17,110.31,0
29.33,98.77,40.22,836.3,187.59,1
51.16,42.55,49.43,979.35,156.17,0
21.74,50.96,64.42,427.63,88.31,0
51.75,55.57,50.28,1251.48,1031.11,0
39.59,42.04,35.47,493.51,42.35,0
45.12,33.06,43.56,104.42,8.11,0
47.2,43.78,36.87,478.07,239.12,0
25.54,39.3,28.83,3518.9,92.14,0
54.68,37.3,26.96,995.06,199.12,0
31.91,43.83,28.08,1139.26,262.0,0
26.41,27.42,35.98,1358.79,1620.92,0
21.86,29.77,38.34,1023.59,873.85,0
45.89,26.14,37.38,403.44,120.15,0
45.4,53.81,53.16,2741.68,353.37,0
98.47,48.56,40.26,111.62,113.58,1
34.89,38.32,44.66,401.39,83.31,0
47.45,39.91,33.22,394.91,92.96,0
27.47,61.5,20.68,779.25,159.63,0
31.81,70.0,40.53,389.04,453.12,0
36.96,40.41,44.99,138.95,647.05,0
44.92,50.62,39.41,243.39,34.84,0
45.1,42.84,28.42,93.31,483.73,0
14.3,47.88,35.3,470.98,411.62,0
25.86,46.92,32.0,280.47,166.18,0
30.13,58.0,41.61,197.84,46.12,0
64.18,34.95,37.16,2.54,299.17,0
40.71,50.76,48.82,682.61,376.79,0
22.39,32.34,47.07,1691.35,235.57,0
44.01,35.22,40.96,788.72,313.11,0
44.4,70.0,35.8,623.54,153.43,0
49.83,40.97,36.74,478.01,661.74,0
68.52,33.61,40.0,43.54,803.09,0
25.45,41.61,41.66,211.18,37.04,0
49.89,49.62,32.65,291.98,609.27,0
30.47,50.82,36.33,751.73,534.09,0
37.18,58.79,30.17,2219.83,77.69,0
20.96,56.37,42.82,492.85,249.0,0
63.6,48.8,61.92,276.68,5.58,0
52.21,24.59,60.45,619.82,370.76,0
29.88,43.24,32.53,131.75,953.54,0
42.91,59.58,30.49,998.08,751.49,0
45.06,44.24,50.1,4000.0,138.88,0
35.13,26.22,58.06,1723.28,15.07,0
53.42,29.34,45.78,126.7,99.08,0
19.92,68.02,45.34,1044.13,139.89,0
54.43,27.21,61.5,409.51,73.08,0
22.16,34.81,36.53,645.98,522.03,0
59.77,33.64,35.06,305.48,959.53,0
32.16,44.69,34.42,52.62,126.96,0
43.07,47.6,31.38,202.16,2000.0,0
55.35,31.74,28.93,1528.95,421.68,0
9.72,48.51,55.11,627.21,206.83,0
13.59,32.95,46.1,903.24,106.11,0
62.45,53.88,51.32,842.93,366.72,0
34.64,61.75,46.71,2687.15,133.27,0
32.68,48.66,31.9,1127.06,14.04,0
44.29,37.11,41.78,6.47,675.44,0
24.06,33.26,45.1,115.44,312.85,0
20.6,51.68,45.21,310.65,99.26,0
44.15,23.78,36.29,3.7,60.68,0
20.68,44.71,49.34,553.99,586.94,0
31.72,46.3,31.86,1492.71,106.71,0
43.23,32.85,32.29,789.54,7.14,0
28.33,44.37,28.92,186.23,3.94,0
21.97,47.2,38.47,1772.14,594.81,0
32.69,47.32,36.31,9.75,69.06,0
43.81,62.36,47.92,415.55,186.82,0
37.14,57.49,31.48,1889.63,72.7,0
23.09,41.58,48.25,3541.92,211.07,0
40.02,27.48,44.83,381.45,62.1,0
54.11,36.01,29.59,112.37,856.71,0
27.74,61.24,39.65,301.11,480.35,0
21.31,37.9,39.82,4000.0,33.98,0
38.17,36.56,55.33,997.35,147.88,0
17.82,28.82,43.89,69.1,1634.99,0
36.06,44.46,36.94,61.2,539.63,0
35.85,39.4,45.64,310.22,928.84,0
45.9,55.76,30.4,1766.43,1155.74,0
89.09,82.93,84.85,7563.22,2061.47,1
58.99,46.1,50.33,325.77,568.44,0
41.03,55.13,29.64,26.63,407.07,0
36.03,43.5,55.09,57.0,1435.11,0
45.27,96.66,40.93,207.76,144.5,1
25.27,54.42,52.36,1297.62,162.58,0
64.39,44.07,34.01,865.6,50.82,0
23.57,45.77,37.43,63.22,202.43,0
66.21,70.0,30.05,0.04,67.61,0
42.96,59.16,24.97,382.16,1197.45,0
42.97,61.54,46.73,701.69,391.86,0
36.12,36.36,36.69,2042.84,140.39,0
19.78,27.21,21.31,118.21,174.4,0
30.29,17.7,38.27,699.2,237.04,0
39.29,48.97,33.16,425.41,282.39,0
43.67,24.58,33.49,715.37,598.01,0
35.38,32.79,42.91,1811.33,176.61,0
45.21,42.23,25.22,1391.98,661.78,0
32.82,42.95,43.11,1423.18,107.15,0
33.22,64.84,47.52,1072.2,103.59,0
35.73,52.23,43.19,3059.1,38.49,0
38.14,45.98,32.11,274.74,74.18,0
56.51,44.19,33.89,653.35,2000.0,0
54.95,21.33,40.93,1008.11,771.89,0
42.24,54.36,44.73,1016.53,49.81,0
44.83,37.97,35.53,1439.49,209.73,0
75.0,43.12,23.0,66.57,407.71,0
43.49,61.69,49.85,156.88,154.97,0
31.4,44.34,54.04,282.09,117.77,0
11.87,43.94,24.49,1796.16,475.66,0
36.09,89.61,40.47,515.73,985.78,1
24.68,52.25,31.47,2621.66,370.39,0
99.69,41.08,44.63,49.11,252.64,1
47.23,30.83,30.34,88.0,1086.59,0
23.62,55.29,18.67,563.27,267.26,0
43.36,56.35,30.25,3403.69,443.04,0
43.1,36.72,49.44,312.45,4.12,0
29.21,35.85,40.56,4000.0,80.66,0
42.88,30.49,44.26,499.23,60.5,0
48.79,51.78,33.24,7.23,402.59,0
18.43,47.31,53.26,555.59,148.56,0
38.52,42.97,32.28,142.69,1134.68,0
53.41,52.59,51.79,38.93,133.85,0
55.05,64.29,44.34,57.07,26.22,0
51.26,44.15,22.3,1062.41,32.4,0
51.18,59.05,44.05,233.93,800.49,0
38.78,34.99,32.27,3099.53,204.63,0
90.25,56.11,42.03,2301.08,368.22,1
32.24,45.4,30.09,174.55,23.03,0
40.66,27.89,65.0,1123.96,416.55,0
24.64,42.53,44.13,501.86,520.14,0
48.28,33.33,51.24,1136.86,222.09,0
65.54,53.1,44.56,380.42,499.64,0
51.4,55.15,41.54,767.65,838.28,0
63.89,39.45,43.59,288.77,17.83,0
39.2,47.11,53.44,708.2,137.84,0
37.53,38.83,35.98,812.25,23.3,0
41.88,53.2,53.46,297.23,440.52,0
60.31,53.8,54.99,566.87,1115.04,0
57.55,70.0,36.91,841.68,360.02,0
23.95,41.19,53.21,1503.69,693.18,0
55.96,44.61,49.09,128.27,11.73,0
58.01,55.56,39.62,2020.74,477.92,0
57.1,48.59,35.51,951.6,262.9,0
34.62,58.28,45.58,419.78,619.39,0
51.41,50.84,43.82,951.95,145.0,0
44.01,40.84,36.99,436.49,131.51,0
46.19,32.7,47.18,451.01,47.65,0
62.17,46.01,42.74,332.62,259.7,0
10.73,50.28,31.97,1508.55,229.77,0
36.91,55.7,52.98,2485.99,335.64,0
28.8,51.91,35.09,1785.07,82.09,0
31.23,49.01,33.92,1205.78,1705.81,0
54.95,44.63,39.51,192.0,214.14,0
54.57,43.91,39.87,367.07,305.39,0
59.65,41.11,44.5,329.24,146.92,0
38.39,40.59,37.57,225.38,5.44,0
11.29,36.58,46.84,390.47,178.53,0
35.1,56.47,32.56,409.2,289.12,0
32.47,28.53,47.18,441.93,54.77,0
35.78,53.49,39.96,1185.56,638.25,0
31.74,47.7,50.98,1865.32,194.12,0
36.79,37.9,34.06,907.88,283.39,0
53.89,53.44,55.41,2154.75,363.93,0
59.61,51.44,47.53,813.0,1347.41,0
55.6,45.77,49.76,573.62,139.95,0
36.35,59.65,46.94,1175.78,222.16,0
13.32,55.49,33.95,356.88,1502.87,0
60.11,64.99,41.04,132.44,95.96,0
48.96,45.53,34.62,268.03,133.32,0
63.98,48.54,47.4,180.05,993.34,0
37.83,62.88,42.7,796.3,102.61,0
28.72,31.41,51.12,483.63,211.46,0
89.51,97.87,84.44,7995.12,3134.66,1
41.3,33.33,33.11,2084.39,181.28,0
30.59,39.58,42.37,274.17,849.64,0
21.41,45.66,42.13,136.2,26.05,0
39.32,25.0,32.45,355.26,74.56,0
71.29,47.9,46.46,536.8,1230.61,0
39.11,54.91,60.19,61.44,1768.94,0
39.01,60.79,35.65,426.85,668.62,0
26.91,57.69,38.18,708.19,50.71,0
40.28,39.77,41.23,188.2,318.5,0
30.58,37.4,33.38,913.59,1014.63,0
25.75,26.72,33.94,518.33,14.8,0
16.44,44.37,45.51,438.71,364.44,0
30.31,55.95,28.94,539.5,513.35,0
33.89,33.8,50.05,93.03,417.78,0
20.57,47.78,39.72,845.62,4.14,0
41.02,96.09,40.69,226.03,464.52,1
67.01,59.69,29.74,1677.78,1472.49,0
52.85,33.89,48.39,270.02,583.78,0
31.93,33.91,57.1,518.66,290.56,0
44.87,44.39,40.78,270.78,267.14,0
37.16,21.99,44.53,291.2,31.21,0
47.44,31.02,52.59,313.78,5.8,0
37.61,42.13,51.17,71.53,15.96,0
29.28,44.87,50.56,167.82,204.33,0
47.84,39.97,52.71,1944.95,901.69,0
75.0,36.84,29.84,103.73,420.85,0
50.69,52.72,53.46,418.51,130.03,0
37.05,44.52,56.05,425.99,405.85,0
38.16,47.65,31.72,178.86,490.62,0
23.5,23.29,37.55,1369.17,435.91,0
56.15,53.73,63.18,353.18,251.87,0
44.21,37.74,34.13,36.93,116.1,0
31.67,33.4,35.93,331.17,1663.07,0
45.23,42.51,47.44,1452.61,140.39,0
67.31,54.04,42.5,395.8,213.18,0
71.33,65.16,51.59,1360.58,154.12,0
44.61,43.4,57.68,323.52,942.5,0
40.52,34.6,31.97,481.01,760.16,0
48.96,36.93,30.98,832.86,89.99,0
44.22,30.99,48.0,1064.5,683.86,0
49.75,45.01,46.88,218.26,123.98,0
58.18,60.73,49.24,288.15,119.88,0
5.0,48.44,47.99,126.12,154.15,0
29.08,66.97,27.23,1216.36,3.29,0
47.71,31.44,44.29,1418.51,20.93,0
38.28,52.95,42.12,1069.96,94.05,0
61.71,44.39,43.33,781.58,209.83,0
46.12,31.94,43.78,485.41,186.69,0
42.37,53.67,22.93,679.68,855.82,0
19.52,56.08,27.83,360.62,174.29,0
22.62,38.17,41.95,1623.46,53.63,0
34.63,44.83,39.75,1297.79,442.73,0
47.08,28.82,39.52,378.19,1167.83,0
27.62,18.1,51.7,945.27,463.04,0
90.18,31.78,23.57,4000.0,755.32,1
46.38,64.48,43.0,1350.55,20.38,0
47.89,99.06,21.22,515.75,37.97,1
12.22,32.57,31.12,271.79,478.09,0
37.37,58.26,24.12,1252.02,718.02,0
46.25,54.23,42.9,341.11,1112.8,0
47.59,48.68,48.8,1347.92,351.83,0
33.11,54.49,41.85,2587.03,57.21,0
40.68,37.59,47.16,1036.19,120.17,0
45.72,56.95,48.29,127.39,492.69,0
42.77,54.71,33.09,209.94,218.51,0
36.21,59.29,47.64,127.08,687.35,0
24.42,56.12,23.02,2846.06,309.17,0
39.01,49.84,37.91,1859.32,247.75,0
70.79,53.79,41.51,214.63,210.29,0
41.29,31.46,37.67,351.34,226.94,0
51.41,33.16,37.05,287.72,210.55,0
70.35,40.02,24.79,1608.57,229.36,0
36.26,32.91,45.57,1846.7,220.06,0
32.88,37.8,26.68,596.56,577.98,0
38.43,42.68,32.17,75.19,262.21,0
64.18,69.77,44.14,413.09,1447.04,0
41.27,97.42,34.41,1503.42,287.11,1
34.15,65.95,46.5,1027.57,313.38,0
29.5,45.98,37.4,360.57,29.84,0
99.69,61.55,35.11,486.53,216.98,1
33.4,28.97,38.52,130.84,1200.09,0
56.37,61.01,33.99,508.95,51.39,0
10.49,38.65,34.92,177.06,270.15,0
65.99,19.68,42.54,1419.81,155.76,0
27.63,61.97,42.18,658.05,424.56,0
30.42,35.72,27.76,543.2,367.13,0
43.07,90.39,27.95,501.03,68.91,1
60.9,51.36,51.76,758.43,28.72,0
7.45,45.79,45.83,1066.49,336.61,0
38.75,45.11,33.88,87.16,910.85,0
26.24,49.8,46.04,601.73,227.91,0
37.25,62.24,50.42,428.02,34.16,0
21.37,34.98,34.73,398.15,11.7,0
43.65,64.97,26.01,1070.68,40.46,0
31.86,29.57,42.6,2193.69,56.31,0
44.2,57.46,53.83,631.74,291.86,0
42.17,63.91,33.78,582.68,32.45,0
44.79,45.94,46.3,256.39,101.47,0
24.26,42.32,42.32,415.08,1217.93,0
48.41,44.5,22.9,1724.98,53.21,0
75.0,47.41,49.86,78.28,60.49,0
72.94,33.11,37.37,1022.05,49.57,0
46.66,25.48,35.64,2450.8,177.76,0
17.89,41.28,46.06,1627.27,54.97,0
75.0,33.07,52.95,392.58,581.48,0
15.43,48.33,35.47,1892.94,62.23,0
38.96,54.95,28.32,518.19,43.35,0
75.0,15.15,38.56,1359.9,664.27,0
28.69,62.98,29.14,496.04,146.65,0
39.07,42.27,15.0,414.43,332.27,0
37.73,44.07,55.44,2316.42,289.32,0
45.92,44.65,38.97,1734.44,1089.09,0
42.87,34.28,39.17,98.13,56.36,0
28.65,16.39,45.69,307.71,938.47,0
49.07,40.47,39.94,721.15,287.96,0
40.85,59.8,43.81,312.71,686.79,0
34.44,22.52,51.97,6.98,430.23,0
51.51,50.85,32.18,240.21,189.84,0
46.32,63.47,47.53,1286.27,14.39,0
54.0,43.75,30.38,139.36,112.47,0
36.59,49.14,43.13,3102.1,798.85,0
44.63,41.73,34.18,170.16,255.1,0
33.56,31.83,25.48,749.49,1497.13,0
48.58,41.08,32.84,15.7,40.78,0
35.97,27.91,46.46,618.23,284.75,0
54.59,34.97,53.49,275.78,213.52,0
23.69,62.24,41.94,401.06,318.56,0
42.96,50.36,38.71,163.17,25.07,0
55.44,58.45,57.83,3323.74,135.49,0
28.63,70.0,31.75,465.25,1637.46,0
51.31,56.55,25.49,1309.97,195.46,0
45.9,42.8,40.11,349.65,74.75,0
51.4,41.81,35.59,98.24,404.98,0
35.17,35.81,19.06,219.94,44.06,0
45.5,28.8,47.74,468.72,251.66,0
75.0,16.16,31.49,976.58,501.18,0
22.17,29.67,16.17,827.28,52.79,0
19.97,36.79,23.69,2093.19,2.89,0
55.02,42.85,23.44,191.75,764.85,0
22.36,32.02,51.53,509.52,135.81,0
43.78,52.21,39.62,462.57,615.94,0
39.35,57.35,48.64,1066.71,13.67,0
51.06,98.24,38.42,51.05,329.34,1
25.23,28.09,15.0,682.95,529.53,0
55.66,26.99,42.43,455.33,142.91,0
49.38,44.5,23.78,1114.05,100.84,0
39.44,46.12,43.3,566.14,1495.39,0
46.32,31.65,17.72,57.44,337.18,0
45.46,41.32,42.75,1652.02,744.56,0
15.08,36.01,34.74,925.01,175.25,0
36.54,34.37,42.23,881.64,943.3,0
33.45,26.83,42.3,653.68,49.66,0
